csr,Corn Yield,SoyBean Yeild,Hay Yield,Grass1 Yield,Grass2 Yield,Low Slope,High Slope,Flood Freq,Water,Surface Density,SubSoil Density,Depth,Permeability,Drainage,Organic Matter ,Organic Matter Range,ph,Kw Factor,t factor,Clay,Sand ,Topsoil,Topsoil Range
18,83,24,1.8,1.1,1.8,5,9,0,3.7,1.45,1.65,17,20,20,2.5,0.5,6.05,0.2,2,21,55,5,2
9,105,30,1.8,1.5,2.5,9,14,0,9.94,1.48,1.48,60,90,60,2.5,0.5,6.5,0.37,3,33,10,5,2
5,80,23,1.9,1.1,1.8,2,9,10,3.61,1.45,1.6,18,15,20,2,0.5,6.2,0.2,2,9,65,9,2
10,101,29,1.9,1.5,2.6,9,14,0,9.33,1.48,1.53,60,90,60,2.7,0.5,6.2,0.37,3,34,10,5,2
10,101,29,1.9,1.5,2.6,9,14,0,9.33,1.48,1.53,60,90,60,2.7,0.5,6.2,0.37,3,34,10,5,2
10,108,31,1.9,1.5,2.6,9,14,0,9.33,1.48,1.53,60,90,60,2.7,0.5,6.2,0.37,3,34,10,5,2
10,108,31,1.9,1.5,2.6,9,14,0,9.33,1.48,1.53,60,90,60,2.7,0.5,6.2,0.37,3,34,10,5,2
10,108,31,1.9,1.5,2.6,9,14,0,9.33,1.48,1.53,60,90,60,2.7,0.5,6.2,0.37,3,34,10,5,2
10,108,31,1.9,1.5,2.6,9,14,0,9.33,1.48,1.53,60,90,60,2.7,0.5,6.2,0.37,3,34,10,5,2
10,108,31,1.9,1.5,2.6,9,14,0,9.33,1.48,1.53,60,90,60,2.7,0.5,6.2,0.37,3,34,10,5,2
10,108,31,1.9,1.5,2.6,9,14,0,9.33,1.48,1.53,60,90,60,2.7,0.5,6.2,0.37,3,34,10,5,2
10,108,31,1.9,1.5,2.6,9,14,0,9.33,1.48,1.53,60,90,60,2.7,0.5,6.2,0.37,3,34,10,5,2
10,108,31,1.9,1.5,2.6,9,14,0,9.33,1.48,1.53,60,90,60,2.7,0.5,6.2,0.37,3,34,10,5,2
10,108,31,1.9,1.5,2.6,9,14,0,9.33,1.48,1.53,60,90,60,2.7,0.5,6.2,0.37,3,34,10,5,2
10,108,31,1.9,1.5,2.6,9,14,0,9.33,1.48,1.53,60,90,60,2.7,0.5,6.2,0.37,3,34,10,5,2
10,108,31,1.9,1.5,2.6,9,14,0,9.33,1.48,1.53,60,90,60,2.7,0.5,6.2,0.37,3,34,10,5,2
10,108,31,1.9,1.5,2.6,9,14,0,9.33,1.48,1.53,60,90,60,2.7,0.5,6.2,0.37,3,34,10,5,2
10,108,31,1.9,1.5,2.6,9,14,0,9.33,1.48,1.53,60,90,60,2.7,0.5,6.2,0.37,3,34,10,5,2
10,108,31,1.9,1.6,2.6,9,14,0,9.33,1.48,1.53,60,86,60,2.5,0.5,6.2,0.37,3,33,10,5,2
10,108,31,1.9,1.5,2.6,9,14,0,9.33,1.48,1.53,60,90,60,2.7,0.5,6.2,0.37,3,34,10,5,2
10,108,31,1.9,1.5,2.6,9,14,0,9.33,1.48,1.53,60,90,60,2.7,0.5,6.2,0.37,3,34,10,5,2
10,108,31,1.9,1.5,2.6,9,14,0,9.33,1.48,1.53,60,90,60,2.7,0.5,6.2,0.37,3,34,10,5,2
10,108,31,1.9,1.5,2.6,9,14,0,9.33,1.48,1.53,60,90,60,2.7,0.5,6.2,0.37,3,34,10,5,2
10,108,31,1.9,1.5,2.6,9,14,0,9.33,1.48,1.53,60,90,60,2.7,0.5,6.2,0.37,3,34,10,5,2
22,110,32,1.9,1.5,2.6,5,9,0,9.94,1.48,1.48,60,90,60,2.5,0.5,6.2,0.37,3,33,10,5,2
22,110,32,1.9,1.5,2.6,5,9,0,9.94,1.48,1.48,60,90,60,2.5,0.5,6.2,0.43,3,33,10,5,2
22,110,32,1.9,1.5,2.6,5,9,0,9.94,1.48,1.48,60,90,55,2.5,0.5,6.2,0.43,3,33,10,5,2
22,110,32,1.9,1.5,2.6,5,9,0,9.94,1.48,1.48,60,90,60,2.5,0.5,6.2,0.37,3,31,10,5,2
5,116,34,1.9,0.6,1.1,5,9,0,4.53,1.3,1.5,60,10,10,1,0.5,6.5,0.17,5,6,80,5,2
5,72,21,2,1.1,1.9,9,14,0,6.13,1.53,1.6,30,65,30,1.5,0.5,6.5,0.2,3,13,65,9,2
10,75,22,2,1.1,1.9,5,9,0,6.13,1.53,1.6,30,65,30,1.5,0.5,6.5,0.2,3,13,65,9,2
11,85,25,2,1.7,2.8,7,14,0,7.13,1.28,1.5,60,90,60,2.5,0.5,6.2,0.28,3,35,6,10,3
5,99,29,2,1.3,2.1,9,14,0,9.68,1.48,1.55,60,80,45,2,0.5,6.5,0.37,3,29,30,5,2
5,99,29,2,1.3,2.1,9,14,0,9.68,1.48,1.55,60,80,45,2,0.5,6.5,0.37,3,29,30,5,2
5,99,29,2,1.3,2.1,9,14,0,9.68,1.48,1.6,60,80,45,2,0.5,6.5,0.37,3,27,30,5,2
5,99,29,2,1.3,2.1,9,14,0,9.68,1.48,1.55,60,80,45,2,0.5,6.5,0.37,3,29,30,5,2
5,99,29,2,1.3,2.1,9,14,0,9.68,1.48,1.55,60,80,45,2,0.5,6.5,0.37,3,29,30,5,2
5,99,29,2,1.3,2.1,9,14,0,9.68,1.48,1.55,60,80,45,2,0.5,6.5,0.37,3,29,30,5,2
5,99,29,2,1.3,2.1,9,14,0,9.68,1.48,1.55,60,80,45,2,0.5,6.5,0.37,3,29,30,5,2
10,101,29,2,1.6,2.8,9,14,0,9.33,1.5,1.53,60,90,60,2.7,0.5,6.2,0.37,3,33,10,5,2
6,105,30,2,1.3,2.1,9,14,0,9.94,1.48,1.48,60,90,55,2.5,0.5,6.2,0.43,3,33,10,5,2
16,108,31,2,1.2,2.1,5,9,0,9.21,1.48,1.5,60,80,45,2,0.5,6.5,0.32,2,35,35,2,1
10,108,31,2,1.6,2.7,9,14,0,9.33,1.48,1.53,60,90,60,2.7,0.5,6.2,0.37,3,34,10,5,2
10,108,31,2,1.6,2.7,9,14,0,9.33,1.48,1.53,60,90,60,2.7,0.5,6.2,0.37,3,34,10,5,2
12,115,33,2,1.3,2.1,9,14,0,8.8,1.48,1.53,60,80,50,2,0.5,5.9,0.43,3,26,33,5,2
37,119,35,2,1.2,2,0,2,0,3.85,1.3,1.48,15,20,20,2,0.5,6.5,0.2,4,10,65,12,5
10,120,35,2,1.2,2,9,14,0,8.99,1.48,1.5,60,80,45,2.5,0.5,6.5,0.32,3,30,30,5,2
10,120,35,2,1.2,2,9,14,0,8.99,1.48,1.5,60,80,45,2.5,0.5,6.5,0.32,3,30,30,5,2
39,152,44,2,1.6,2.7,0,2,0,6.78,1.35,1.43,30,20,60,4.7,0.8,7,0.28,4,19,35,17,7
39,167,48,2,1.7,2.8,0,2,0,5.77,1.3,1.3,28,25,60,5,1,7.9,0.24,4,23,38,16,4
6,71,21,2.1,1.2,2.1,5,9,0,2.47,1.4,1.58,15,0,10,2,0.5,7.3,0.1,3,10,68,9,2
33,81,23,2.1,1.3,2.1,0,2,0,3.06,1.53,1.68,60,0,10,1.5,0.5,5.6,0.2,2,12,70,9,2
33,81,23,2.1,1.3,2.1,0,2,0,3.06,1.53,1.6,60,15,10,1.5,0.5,6.2,0.2,3,12,70,9,2
33,81,23,2.1,1.3,2.1,0,3,0,3.06,1.53,1.6,60,15,10,1.5,0.5,6.2,0.2,3,12,70,9,2
25,82,24,2.1,1.2,2,2,5,0,3.61,1.45,1.6,18,15,10,2,0.5,6.2,0.2,3,12,65,10,3
26,82,24,2.1,1.3,2.1,2,5,0,3.61,1.45,1.6,18,10,10,2,0.5,6.2,0.2,3,12,65,10,3
25,82,24,2.1,1.2,2,2,5,0,3.61,1.45,1.6,18,10,15,2,0.5,6.2,0.2,3,12,65,10,3
25,82,24,2.1,1.2,2,2,5,0,3.61,1.45,1.6,18,10,20,2,0.5,6.2,0.2,3,12,65,10,3
25,82,24,2.1,1.2,2,2,5,0,3.61,1.45,1.6,18,15,10,2,0.5,6.2,0.2,3,12,65,10,3
15,83,24,2.1,1.2,2.1,1,3,30,2.25,1.53,1.63,60,10,10,1,0.5,6.1,0.17,5,6,85,7,2
15,83,24,2.1,1.2,2.1,0,3,20,2.25,1.53,1.63,60,10,10,1,0.5,6.1,0.17,5,6,85,7,2
15,83,24,2.1,1.2,2.1,0,3,40,2.25,1.53,1.63,60,10,10,0,0,6.1,0.17,5,6,85,7,2
15,83,24,2.1,1.2,2.1,0,3,20,2.25,1.53,1.63,60,10,10,1,0.5,6.1,0.15,5,6,85,7,2
15,83,24,2.1,1.2,2.1,0,2,30,2.25,1.53,1.63,60,10,10,1,0.5,6.1,0.17,5,6,85,7,2
10,83,24,2.1,1.2,2.1,0,2,30,2.25,1.53,1.63,60,10,10,1,0.5,6.1,0.17,5,6,85,7,2
25,85,25,2.1,1.3,2.1,1,4,0,3.48,1.53,1.55,60,0,10,1,0.5,6.7,0.17,5,8,85,17,6
35,85,25,2.1,1.3,2.1,2,5,10,2.52,1.55,1.65,60,0,10,1.5,0.5,6.2,0.17,5,3,90,23,5
17,88,26,2.1,1.2,2.1,0,2,30,2.25,1.53,1.63,60,10,10,1,0.5,6.1,0.17,5,6,85,7,2
12,89,26,2.1,1.2,2.1,9,14,0,7.2,1.48,1.5,39,30,30,2.5,0.5,7.9,0.28,4,15,35,5,2
33,89,26,2.1,1.2,2,2,5,0,3.94,1.45,1.65,17,20,20,3,1,6.05,0.2,2,21,55,10,3
5,95,27,2.1,1.3,2.1,9,14,0,10.5,1.43,1.55,60,80,50,2.5,0.5,5.9,0.32,3,27,25,5,2
38,106,31,2.1,1.7,2.9,0,1,50,14.28,0.5,0.5,50,35,70,50,20,7.9,0.28,5,22,35,10,2
18,108,31,2.1,1.3,2.2,5,9,0,9.21,1.48,1.5,60,80,45,2,0.5,6.5,0.37,2,35,35,2,1
12,108,31,2.1,1.3,2.1,5,12,0,4.34,1.35,1.43,60,20,30,2,0.5,6.7,0.2,3,12,65,10,3
22,110,32,2.1,1.7,2.8,5,9,0,9.94,1.48,1.48,60,90,60,2.5,0.5,6.5,0.37,3,33,10,5,2
17,110,32,2.1,1.2,2,5,9,0,4.42,1.53,1.63,60,10,10,0.5,0.5,6.5,0.17,5,6,86,5,2
23,117,34,2.1,1.3,2.1,2,5,0,3.85,1.3,1.48,15,15,10,2,0.5,6.5,0.2,3,15,65,11,4
42,122,35,2.1,1.2,1.9,2,5,0,3.85,1.3,1.48,15,20,20,2,0.5,6.5,0.2,3,10,65,11,4
15,124,36,2.1,1.3,2.2,9,14,0,9.43,1.48,1.55,60,70,50,2.5,0.5,6.5,0.28,3,31,30,5,2
30,160,46,2.1,1.7,2.8,0,1,40,18.5,0.35,1.6,60,45,70,50,20,6.3,0.28,5,3,3,30,10
5,56,16,2.2,1.4,2.3,5,9,0,4.01,1.4,1.5,60,5,20,1.5,1,6.7,0.2,3,10,57,13,6
18,66,19,2.2,1.3,2.1,0,2,20,4.75,1.23,1.6,60,35,30,2,1,7.9,0.32,3,23,55,7,2
25,77,22,2.2,1.3,2.1,2,5,0,6.13,1.53,1.6,30,65,30,1.5,0.5,6.5,0.2,3,13,65,9,2
25,77,22,2.2,1.3,2.1,2,6,0,6.13,1.53,1.6,30,30,30,1.5,0.5,7,0.24,4,13,65,9,2
25,77,22,2.2,1.3,2.1,2,5,0,6.13,1.53,1.6,30,57,30,1.5,0.5,6.5,0.2,4,13,65,9,2
25,77,22,2.2,1.3,2.1,2,5,0,6.13,1.53,1.6,20,57,30,1.5,0.5,6.5,0.24,4,13,65,9,2
25,77,22,2.2,1.3,2.1,2,5,0,6.13,1.53,1.6,30,57,20,1.5,0.5,6.5,0.24,4,13,65,9,2
25,77,22,2.2,1.3,2.1,2,5,0,6.13,1.53,1.6,30,57,20,1.5,0.5,6.5,0.2,4,13,65,9,2
30,84,24,2.2,1.3,2.1,0,2,10,3.61,1.45,1.6,18,15,20,2,0.5,6.2,0.2,2,9,65,10,3
30,84,24,2.2,1.3,2.1,0,2,0,3.61,1.45,1.6,18,15,10,2.5,0.5,6.2,0.2,3,12,65,10,3
30,84,24,2.2,1.3,2.1,0,2,0,3.61,1.45,1.6,18,10,20,2.5,0.5,6.2,0.2,3,12,65,10,3
30,84,24,2.2,1.3,2.1,0,3,0,3.61,1.45,1.6,18,15,10,2.5,0.5,6.1,0.2,3,12,65,10,3
9,87,25,2.2,1.3,2.1,2,9,0,4.67,1.53,1.58,30,57,20,2,0.5,6.7,0.2,4,12,65,12,5
9,87,25,2.2,1.3,2.1,5,9,0,4.67,1.53,1.58,30,57,25,2,0.5,6.7,0.2,4,12,65,12,5
9,87,25,2.2,1.3,2.1,5,9,0,4.67,1.53,1.58,30,30,20,2,0.5,6.7,0.2,4,12,65,12,5
9,87,25,2.2,1.3,2.1,5,9,0,4.67,1.53,1.58,30,57,20,2,0.5,6.7,0.2,4,12,65,12,5
5,88,26,2.2,1.4,2.3,9,14,0,10.5,1.43,1.55,60,80,45,2.5,0.5,5.9,0.37,3,29,25,5,2
27,90,26,2.2,1.3,2.2,2,6,0,4.67,1.53,1.58,30,30,20,2,0.5,6.7,0.2,4,12,65,14,5
38,91,26,2.2,1.3,2.2,0,2,0,3.94,1.45,1.65,17,20,20,3,1,6.05,0.2,2,21,55,10,3
5,94,27,2.2,1.3,2.2,5,9,0,6,1.43,1.53,15,35,30,2.7,0.5,6.7,0.28,4,22,33,5,2
5,95,27,2.2,1.4,2.3,9,14,0,10.5,1.43,1.55,60,80,45,2.5,0.5,5.9,0.32,3,29,25,5,2
5,95,27,2.2,1.4,2.3,9,14,0,10.5,1.43,1.55,60,80,45,2.5,0.5,5.9,0.32,3,28,25,5,2
5,95,27,2.2,1.4,2.3,9,14,0,10.5,1.43,1.55,60,80,45,2.5,0.5,5.9,0.32,3,28,25,5,2
5,95,27,2.2,1.4,2.3,9,14,0,10.5,1.43,1.55,60,80,45,2.5,0.5,5.9,0.37,3,29,28,5,2
5,95,27,2.2,1.4,2.3,9,14,0,10.5,1.43,1.55,60,80,45,2.5,0.5,5.9,0.32,3,28,25,5,2
5,95,27,2.2,1.4,2.3,9,14,0,10.5,1.43,1.55,60,80,45,2.5,0.5,5.9,0.37,3,28,25,5,2
5,95,27,2.2,1.4,2.3,9,14,0,10.5,1.43,1.55,60,80,50,2.5,0.5,5.9,0.32,3,29,25,5,2
5,95,27,2.2,1.4,2.3,9,14,0,10.5,1.43,1.55,60,80,45,2.5,0.5,5.9,0.37,3,28,13,5,2
5,95,27,2.2,1.4,2.3,9,14,0,10.5,1.43,1.55,60,80,45,2.5,0.5,5.9,0.37,3,28,25,5,2
5,95,27,2.2,1.4,2.3,9,14,0,10.5,1.43,1.55,60,80,45,2.5,0.5,5.9,0.32,3,28,25,5,2
17,96,28,2.2,1.3,2.2,9,14,0,8.55,1.43,1.48,39,35,30,2.7,0.5,6.5,0.28,4,23,35,5,2
10,96,28,2.2,1.4,2.3,9,14,0,9.84,1.45,1.58,60,80,50,2.7,0.5,6.5,0.37,3,31,20,5,2
18,99,29,2.2,1.3,2.1,14,18,0,8.56,1.48,1.55,60,50,40,2,0.5,6.2,0.32,5,24,35,5,2
5,99,29,2.2,1.3,2.1,9,14,0,7.32,1.38,1.4,10,80,30,1.5,1,6.7,0.43,3,19,10,8,1
5,100,29,2.2,1.4,2.2,14,18,0,8.01,1.43,1.48,13,35,30,3,0.5,6.7,0.24,3,21,38,5,2
35,101,29,2.2,1.8,3,0,2,20,7.14,1.4,1.4,60,90,65,4,1,7.9,0.28,5,53,10,15,5
40,102,30,2.2,1.8,3,0,2,40,5.53,1.4,1.55,60,10,60,2.5,0.5,6.5,0.17,5,14,60,12,3
40,102,30,2.2,1.8,3,0,2,0,5.53,1.4,1.55,60,10,70,2.5,0.5,6.5,0.2,5,14,60,12,3
9,105,30,2.2,1.3,2.2,9,14,0,9.94,1.48,1.48,60,90,55,2.5,0.5,6.2,0.37,3,33,10,5,2
9,105,30,2.2,1.3,2.2,9,14,0,9.94,1.48,1.53,60,90,55,2.5,0.5,6.2,0.43,3,33,10,5,2
9,105,30,2.2,1.3,2.2,9,14,0,9.94,1.48,1.48,60,90,55,2.5,0.5,6.2,0.43,3,33,10,5,2
25,105,30,2.2,1.8,3,5,9,0,9.33,1.48,1.53,60,90,60,2.7,0.5,6.2,0.37,3,34,10,5,2
25,105,30,2.2,1.8,3,5,9,0,9.33,1.48,1.53,60,90,60,2.7,0.5,6.2,0.37,3,34,10,5,2
6,107,31,2.2,1.3,2.2,9,14,0,4.34,1.35,1.43,60,20,30,1.5,0.5,6.7,0.2,3,12,65,5,2
35,107,31,2.2,1.8,3,0,2,20,7.14,1.4,1.4,60,90,65,4,1,7.9,0.28,5,53,10,15,5
15,110,32,2.2,1.3,2.2,5,9,0,4.34,1.35,1.43,60,30,30,1.5,0.5,6.7,0.2,3,12,65,5,2
25,113,33,2.2,1.8,3,5,9,0,9.33,1.48,1.53,60,90,60,2.7,0.5,6.2,0.37,3,34,10,5,2
25,113,33,2.2,1.8,3,5,9,0,9.33,1.48,1.53,60,90,60,2.7,0.5,6.2,0.37,3,34,10,5,2
25,113,33,2.2,1.8,3,5,9,0,9.33,1.48,1.53,60,90,60,2.7,0.5,6.2,0.37,3,34,10,5,2
25,113,33,2.2,1.8,3,5,9,0,9.33,1.48,1.53,60,90,60,2.7,0.5,6.2,0.37,3,34,10,5,2
25,113,33,2.2,1.8,3,5,9,0,9.33,1.48,1.53,60,90,60,2.7,0.5,6.2,0.37,3,34,10,5,2
25,113,33,2.2,1.8,3,5,9,0,9.33,1.48,1.53,60,90,60,2.7,0.5,6.2,0.37,3,34,10,5,2
25,113,33,2.2,1.8,3,5,9,0,9.33,1.48,1.53,60,90,60,2.7,0.5,6.2,0.37,3,34,10,5,2
25,113,33,2.2,1.8,3,5,9,0,9.33,1.48,1.53,60,90,60,2.7,0.5,6.2,0.37,3,34,10,5,2
25,113,33,2.2,1.8,3,5,9,0,9.33,1.48,1.53,60,90,60,2.7,0.5,6.2,0.37,3,34,10,5,2
25,113,33,2.2,1.8,3,5,9,0,9.33,1.48,1.53,60,90,60,2.7,0.5,6.2,0.37,3,34,10,5,2
25,113,33,2.2,1.8,3,5,9,0,9.33,1.48,1.53,60,90,60,2.7,0.5,6.2,0.37,3,34,10,5,2
25,113,33,2.2,1.8,3,5,9,0,9.33,1.48,1.53,60,90,60,2.7,0.5,6.2,0.37,3,34,10,5,2
25,113,33,2.2,1.8,3,5,9,0,9.33,1.48,1.53,60,90,60,2.7,0.5,6.2,0.37,3,34,10,5,2
25,113,33,2.2,1.8,3,5,9,0,9.33,1.48,1.53,60,90,60,2.7,0.5,6.2,0.37,3,34,10,5,2
25,113,33,2.2,1.8,3,5,9,0,9.33,1.48,1.53,60,90,60,2.7,0.5,6.2,0.37,3,34,10,5,2
25,113,33,2.2,1.8,3,5,9,0,9.33,1.48,1.53,60,90,60,2.7,0.5,6.2,0.37,3,34,10,5,2
25,113,33,2.2,1.8,3,5,9,0,9.33,1.48,1.53,60,90,60,2.7,0.5,6.2,0.37,3,34,10,5,2
25,113,33,2.2,1.8,3,5,9,0,9.33,1.48,1.53,60,90,60,2.7,0.5,6.2,0.37,3,34,10,5,2
25,113,33,2.2,1.8,3,5,9,0,9.33,1.48,1.53,60,90,60,2.7,0.5,6.2,0.37,3,34,10,5,2
25,113,33,2.2,1.8,3,5,9,0,9.33,1.48,1.53,60,90,60,2.7,0.5,6.2,0.37,3,34,10,5,2
25,113,33,2.2,1.8,3,5,9,0,9.33,1.48,1.53,60,90,60,2.7,0.5,6.2,0.37,3,34,10,5,2
25,113,33,2.2,1.8,3,5,9,0,9.33,1.48,1.53,60,90,60,2.7,0.5,6.2,0.37,3,34,10,5,2
15,116,34,2.2,1.8,3,9,14,0,9.33,1.48,1.53,60,90,60,3.5,0.5,6.2,0.37,3,31,10,10,3
15,116,34,2.2,1.8,3,9,14,0,9.33,1.48,1.53,60,90,60,3.5,0.5,6.2,0.37,3,31,10,10,3
15,116,34,2.2,1.8,3,9,14,0,9.33,1.48,1.53,60,90,60,3.5,0.5,6.2,0.37,3,31,10,10,3
27,118,34,2.2,1.8,3,5,9,0,9.94,1.48,1.48,60,90,60,3,0.5,6.2,0.43,3,28,10,10,3
11,120,35,2.2,1.3,2.2,9,14,0,8.99,1.48,1.5,60,80,45,2.5,0.5,6.5,0.32,3,26,30,5,2
48,122,35,2.2,1.8,3,0,1,50,11.7,0.5,0.5,60,50,70,15,3,7.9,0.28,5,22,10,10,2
45,123,36,2.2,1.8,3,1,5,0,11.7,0.95,0.95,60,50,70,15,3,7.9,0.28,5,31,10,10,2
26,123,36,2.2,1.3,2.2,2,5,0,4.53,1.3,1.5,60,10,10,1.5,0.5,6.5,0.17,5,6,80,10,5
23,154,45,2.2,1.3,2.1,14,20,0,12.15,1.25,1.15,60,50,30,1.7,0.5,7.9,0.43,5,24,6,2,1
51,81,23,2.3,1.3,2.9,0,2,0,5.16,1.3,1.48,25,35,60,4,2,7.3,0.28,2,24,26,14,12
25,83,24,2.3,1.4,2.3,5,9,0,3.48,1.53,1.55,60,0,10,1,0.5,6.7,0.17,5,8,85,16,6
30,87,25,2.3,1.3,2.2,0,2,10,3.48,1.53,1.55,60,0,10,1.5,0.5,6.7,0.17,5,8,85,18,6
30,87,25,2.3,1.3,2.2,0,2,0,3.48,1.53,1.55,60,0,10,1.5,0.5,6.7,0.17,5,8,85,18,6
30,87,25,2.3,1.3,2.2,0,2,0,3.48,1.53,1.55,60,0,10,1.5,0.5,6.7,0.17,5,8,85,18,6
40,87,25,2.3,1.3,2.2,0,3,10,2.52,1.55,1.65,60,0,10,2,0.5,6.5,0.17,5,3,90,25,5
40,87,25,2.3,1.3,2.2,0,2,10,2.52,1.55,1.65,60,0,10,2,0.5,6.2,0.17,5,3,90,25,5
5,99,29,2.3,1.4,2.4,9,14,0,9.68,1.48,1.55,60,80,45,2,0.5,6.5,0.37,3,29,30,5,2
8,100,29,2.3,1.4,2.3,9,14,0,8.4,1.33,1.38,60,80,30,2,0.5,6.2,0.37,3,22,15,5,2
5,101,29,2.3,1.3,2.2,9,18,0,4.42,1.53,1.63,60,10,10,0.75,0.25,6.5,0.17,5,12,86,10,3
11,101,29,2.3,1.3,2.2,9,18,0,4.42,1.53,1.63,60,10,10,0.75,0.25,6.5,0.17,5,12,86,10,3
17,104,30,2.3,1.4,2.4,9,14,0,8.56,1.48,1.55,60,50,40,2,0.5,6.2,0.32,5,24,35,5,2
25,105,30,2.3,1.9,3.2,5,9,0,9.33,1.48,1.53,60,90,60,2.7,0.5,6.2,0.37,3,33,10,5,2
20,110,32,2.3,1.4,2.3,5,9,0,9.94,1.48,1.48,60,90,55,2.5,0.5,6.2,0.37,3,33,10,5,2
13,110,32,2.3,1.4,2.3,5,9,0,4.34,1.35,1.43,60,20,20,1.5,0.5,6.7,0.2,3,12,65,5,2
26,113,33,2.3,1.8,3.1,5,9,0,9.33,1.48,1.53,60,90,60,2.7,0.5,6.2,0.37,3,34,10,5,2
12,115,33,2.3,1.4,2.3,9,14,0,8.8,1.48,1.53,60,80,40,2,0.5,5.9,0.37,3,31,33,5,2
12,115,33,2.3,1.4,2.3,9,14,0,8.8,1.48,1.53,60,80,40,2,0.5,5.9,0.37,3,31,33,5,2
12,115,33,2.3,1.4,2.3,9,14,0,8.8,1.48,1.53,60,80,40,2,0.5,5.9,0.37,3,31,33,5,2
12,115,33,2.3,1.4,2.3,9,14,0,8.8,1.48,1.53,60,80,40,2,0.5,5.9,0.37,3,31,33,5,2
12,115,33,2.3,1.4,2.3,9,14,0,8.8,1.48,1.53,60,80,40,2,0.5,5.9,0.37,3,31,33,5,2
12,115,33,2.3,1.4,2.3,9,14,0,8.8,1.48,1.53,60,59,50,1.5,0.5,5.9,0.37,3,30,33,5,2
12,115,33,2.3,1.4,2.3,9,14,0,8.8,1.48,1.53,60,80,40,2,0.5,5.9,0.37,3,31,33,5,2
12,115,33,2.3,1.4,2.3,9,14,0,8.8,1.48,1.53,60,80,40,2,0.5,5.9,0.37,3,31,33,5,2
12,115,33,2.3,1.4,2.3,9,14,0,8.8,1.48,1.53,60,80,40,2,0.5,5.9,0.37,3,31,33,5,2
12,115,33,2.3,1.4,2.3,9,14,0,8.8,1.48,1.53,60,80,40,2,0.5,5.9,0.37,3,31,33,5,2
12,115,33,2.3,1.4,2.3,9,14,0,8.8,1.48,1.53,60,80,40,2,0.5,5.9,0.37,3,31,33,5,2
12,115,33,2.3,1.4,2.3,9,14,0,8.8,1.48,1.53,60,80,40,2,0.5,5.9,0.37,3,31,33,5,2
12,115,33,2.3,1.4,2.3,9,14,0,8.8,1.48,1.53,60,80,40,2,0.5,5.9,0.37,3,31,33,5,2
