Price,LnPrice,Mileage,Cyl,Liter,Buick,Cadillac,Chevrolet,Pontiac,SAAB,Saturn,Doors,Cruise,Sound,Leather,Make,Model,Trim,Type
18145.12649,9.806157291,18339,6,3.8,1,0,0,0,0,0,4,1,1,0,Buick,Lesabre,Custom Sedan 4D,Sedan
17944.85692,9.79505883,19592,6,3.8,1,0,0,0,0,0,4,1,0,0,Buick,Lesabre,Custom Sedan 4D,Sedan
19027.86231,9.853659621,21797,6,3.8,1,0,0,0,0,0,4,1,0,1,Buick,Lesabre,Custom Sedan 4D,Sedan
18348.89857,9.817324828,23852,6,3.8,1,0,0,0,0,0,4,1,1,0,Buick,Lesabre,Custom Sedan 4D,Sedan
17750.88457,9.784190629,25040,6,3.8,1,0,0,0,0,0,4,1,1,0,Buick,Lesabre,Custom Sedan 4D,Sedan
17772.96968,9.785434025,25052,6,3.8,1,0,0,0,0,0,4,1,1,0,Buick,Lesabre,Custom Sedan 4D,Sedan
17394.0214,9.763881828,25464,6,3.8,1,0,0,0,0,0,4,1,1,0,Buick,Lesabre,Custom Sedan 4D,Sedan
17645.74504,9.778249959,27830,6,3.8,1,0,0,0,0,0,4,1,1,1,Buick,Lesabre,Custom Sedan 4D,Sedan
21908.36662,9.994623881,17353,6,3.8,1,0,0,0,0,0,4,1,0,0,Buick,Lesabre,Limited Sedan 4D,Sedan
21956.34266,9.996811336,17787,6,3.8,1,0,0,0,0,0,4,1,1,0,Buick,Lesabre,Limited Sedan 4D,Sedan
21646.11692,9.98258136,19562,6,3.8,1,0,0,0,0,0,4,1,1,1,Buick,Lesabre,Limited Sedan 4D,Sedan
21575.45683,9.97931169,20137,6,3.8,1,0,0,0,0,0,4,1,1,0,Buick,Lesabre,Limited Sedan 4D,Sedan
20952.2178,9.949999781,20158,6,3.8,1,0,0,0,0,0,4,1,1,0,Buick,Lesabre,Limited Sedan 4D,Sedan
21562.04758,9.978689992,23767,6,3.8,1,0,0,0,0,0,4,1,0,1,Buick,Lesabre,Limited Sedan 4D,Sedan
19981.12791,9.902543503,24323,6,3.8,1,0,0,0,0,0,4,1,1,0,Buick,Lesabre,Limited Sedan 4D,Sedan
19425.84862,9.874359861,27839,6,3.8,1,0,0,0,0,0,4,1,1,0,Buick,Lesabre,Limited Sedan 4D,Sedan
19191.98962,9.862248264,29187,6,3.8,1,0,0,0,0,0,4,1,1,1,Buick,Lesabre,Limited Sedan 4D,Sedan
19641.7419,9.88541227,31324,6,3.8,1,0,0,0,0,0,4,1,1,1,Buick,Lesabre,Limited Sedan 4D,Sedan
25589.98315,10.14995627,2308,6,3.8,1,0,0,0,0,0,4,1,1,0,Buick,Park Avenue,Sedan 4D,Sedan
25098.62906,10.1305685,10014,6,3.8,1,0,0,0,0,0,4,1,1,0,Buick,Park Avenue,Sedan 4D,Sedan
23420.70695,10.06137582,18910,6,3.8,1,0,0,0,0,0,4,1,0,1,Buick,Park Avenue,Sedan 4D,Sedan
22661.04849,10.0284028,20105,6,3.8,1,0,0,0,0,0,4,1,0,0,Buick,Park Avenue,Sedan 4D,Sedan
23493.0823,10.06446129,20453,6,3.8,1,0,0,0,0,0,4,1,1,0,Buick,Park Avenue,Sedan 4D,Sedan
22435.20282,10.01838656,22287,6,3.8,1,0,0,0,0,0,4,1,1,1,Buick,Park Avenue,Sedan 4D,Sedan
21878.12,9.993242329,23237,6,3.8,1,0,0,0,0,0,4,1,1,0,Buick,Park Avenue,Sedan 4D,Sedan
23077.56591,10.04661625,23798,6,3.8,1,0,0,0,0,0,4,1,0,1,Buick,Park Avenue,Sedan 4D,Sedan
21698.01475,9.984976049,25489,6,3.8,1,0,0,0,0,0,4,1,1,1,Buick,Park Avenue,Sedan 4D,Sedan
21831.82292,9.991123951,25564,6,3.8,1,0,0,0,0,0,4,1,1,1,Buick,Park Avenue,Sedan 4D,Sedan
26831.19404,10.19732045,4695,6,3.8,1,0,0,0,0,0,4,1,1,0,Buick,Park Avenue,Special Ed Ultra 4D,Sedan
26060.33535,10.16816972,9795,6,3.8,1,0,0,0,0,0,4,1,1,0,Buick,Park Avenue,Special Ed Ultra 4D,Sedan
26781.81465,10.19547838,12052,6,3.8,1,0,0,0,0,0,4,1,1,0,Buick,Park Avenue,Special Ed Ultra 4D,Sedan
26302.07428,10.17740309,13050,6,3.8,1,0,0,0,0,0,4,1,1,0,Buick,Park Avenue,Special Ed Ultra 4D,Sedan
26190.27147,10.1731433,17335,6,3.8,1,0,0,0,0,0,4,1,0,1,Buick,Park Avenue,Special Ed Ultra 4D,Sedan
25508.21096,10.14675568,17480,6,3.8,1,0,0,0,0,0,4,1,1,0,Buick,Park Avenue,Special Ed Ultra 4D,Sedan
23348.01695,10.05826733,24027,6,3.8,1,0,0,0,0,0,4,1,0,1,Buick,Park Avenue,Special Ed Ultra 4D,Sedan
23406.68982,10.06077715,25387,6,3.8,1,0,0,0,0,0,4,1,0,1,Buick,Park Avenue,Special Ed Ultra 4D,Sedan
23159.54378,10.05016223,25869,6,3.8,1,0,0,0,0,0,4,1,0,0,Buick,Park Avenue,Special Ed Ultra 4D,Sedan
21536.74173,9.977515673,37128,6,3.8,1,0,0,0,0,0,4,1,1,1,Buick,Park Avenue,Special Ed Ultra 4D,Sedan
51154.04722,10.84259689,2202,8,5.7,0,1,0,0,0,0,4,1,1,1,Cadillac,CST-V,Sedan 4D,Sedan
49248.15897,10.80462726,6685,8,5.7,0,1,0,0,0,0,4,1,0,1,Cadillac,CST-V,Sedan 4D,Sedan
46747.67327,10.75251976,15343,8,5.7,0,1,0,0,0,0,4,1,1,1,Cadillac,CST-V,Sedan 4D,Sedan
44130.61706,10.69490908,21341,8,5.7,0,1,0,0,0,0,4,1,0,1,Cadillac,CST-V,Sedan 4D,Sedan
44084.91421,10.69387292,21367,8,5.7,0,1,0,0,0,0,4,1,1,1,Cadillac,CST-V,Sedan 4D,Sedan
43892.46788,10.68949801,23371,8,5.7,0,1,0,0,0,0,4,1,0,1,Cadillac,CST-V,Sedan 4D,Sedan
44300.63996,10.6987544,23751,8,5.7,0,1,0,0,0,0,4,1,0,1,Cadillac,CST-V,Sedan 4D,Sedan
42677.60112,10.6614295,24052,8,5.7,0,1,0,0,0,0,4,1,0,1,Cadillac,CST-V,Sedan 4D,Sedan
43374.05242,10.67761667,25199,8,5.7,0,1,0,0,0,0,4,1,1,1,Cadillac,CST-V,Sedan 4D,Sedan
40619.07227,10.611993,30082,8,5.7,0,1,0,0,0,0,4,1,1,1,Cadillac,CST-V,Sedan 4D,Sedan
33417.96501,10.41684891,6598,6,2.8,0,1,0,0,0,0,4,1,1,1,Cadillac,CTS,Sedan 4D,Sedan
30957.08075,10.34035703,10625,6,2.8,0,1,0,0,0,0,4,1,1,1,Cadillac,CTS,Sedan 4D,Sedan
31431.13037,10.35555409,11013,6,2.8,0,1,0,0,0,0,4,1,1,1,Cadillac,CTS,Sedan 4D,Sedan
30781.51563,10.33466965,14937,6,2.8,0,1,0,0,0,0,4,1,1,1,Cadillac,CTS,Sedan 4D,Sedan
30646.4377,10.33027171,17094,6,2.8,0,1,0,0,0,0,4,1,1,1,Cadillac,CTS,Sedan 4D,Sedan
30792.14903,10.33501503,17870,6,2.8,0,1,0,0,0,0,4,1,1,1,Cadillac,CTS,Sedan 4D,Sedan
30392.75016,10.32195938,18449,6,2.8,0,1,0,0,0,0,4,1,1,1,Cadillac,CTS,Sedan 4D,Sedan
28817.08185,10.26872361,21039,6,2.8,0,1,0,0,0,0,4,1,0,1,Cadillac,CTS,Sedan 4D,Sedan
29275.20871,10.28449632,21056,6,2.8,0,1,0,0,0,0,4,1,1,1,Cadillac,CTS,Sedan 4D,Sedan
28040.12853,10.24139192,27484,6,2.8,0,1,0,0,0,0,4,1,1,1,Cadillac,CTS,Sedan 4D,Sedan
39801.55135,10.59166117,14095,8,4.6,0,1,0,0,0,0,4,1,0,1,Cadillac,Deville,DHS Sedan 4D,Sedan
40335.73731,10.60499314,14743,8,4.6,0,1,0,0,0,0,4,1,0,1,Cadillac,Deville,DHS Sedan 4D,Sedan
39307.00916,10.57915813,16041,8,4.6,0,1,0,0,0,0,4,1,0,1,Cadillac,Deville,DHS Sedan 4D,Sedan
38600.23956,10.56101376,17138,8,4.6,0,1,0,0,0,0,4,1,0,1,Cadillac,Deville,DHS Sedan 4D,Sedan
38445.89717,10.55700726,18661,8,4.6,0,1,0,0,0,0,4,1,0,1,Cadillac,Deville,DHS Sedan 4D,Sedan
36077.79612,10.49343289,21966,8,4.6,0,1,0,0,0,0,4,1,0,1,Cadillac,Deville,DHS Sedan 4D,Sedan
35866.58271,10.4875613,24415,8,4.6,0,1,0,0,0,0,4,1,1,1,Cadillac,Deville,DHS Sedan 4D,Sedan
35338.65369,10.47273265,25163,8,4.6,0,1,0,0,0,0,4,1,0,1,Cadillac,Deville,DHS Sedan 4D,Sedan
36154.30355,10.49555127,25339,8,4.6,0,1,0,0,0,0,4,1,1,1,Cadillac,Deville,DHS Sedan 4D,Sedan
34685.66298,10.45408171,25421,8,4.6,0,1,0,0,0,0,4,1,0,1,Cadillac,Deville,DHS Sedan 4D,Sedan
42820.32902,10.66476825,5499,8,4.6,0,1,0,0,0,0,4,1,0,1,Cadillac,Deville,DTS Sedan 4D,Sedan
41378.04809,10.63050578,8125,8,4.6,0,1,0,0,0,0,4,1,0,1,Cadillac,Deville,DTS Sedan 4D,Sedan
40856.3909,10.61781854,12791,8,4.6,0,1,0,0,0,0,4,1,1,1,Cadillac,Deville,DTS Sedan 4D,Sedan
41419.03726,10.63149589,14452,8,4.6,0,1,0,0,0,0,4,1,0,1,Cadillac,Deville,DTS Sedan 4D,Sedan
37510.25357,10.5323696,21593,8,4.6,0,1,0,0,0,0,4,1,0,1,Cadillac,Deville,DTS Sedan 4D,Sedan
37215.16938,10.52447174,22211,8,4.6,0,1,0,0,0,0,4,1,0,1,Cadillac,Deville,DTS Sedan 4D,Sedan
36332.89469,10.5004788,25153,8,4.6,0,1,0,0,0,0,4,1,0,1,Cadillac,Deville,DTS Sedan 4D,Sedan
36245.15823,10.49806109,26250,8,4.6,0,1,0,0,0,0,4,1,1,1,Cadillac,Deville,DTS Sedan 4D,Sedan
32954.14134,10.40287222,36074,8,4.6,0,1,0,0,0,0,4,1,0,1,Cadillac,Deville,DTS Sedan 4D,Sedan
32537.18675,10.39013892,41829,8,4.6,0,1,0,0,0,0,4,1,1,1,Cadillac,Deville,DTS Sedan 4D,Sedan
35715.76856,10.48334757,6447,8,4.6,0,1,0,0,0,0,4,1,0,1,Cadillac,Deville,Sedan 4D,Sedan
35651.68002,10.48155155,10555,8,4.6,0,1,0,0,0,0,4,1,1,1,Cadillac,Deville,Sedan 4D,Sedan
35129.34077,10.46679198,11975,8,4.6,0,1,0,0,0,0,4,1,1,1,Cadillac,Deville,Sedan 4D,Sedan
35165.75937,10.46782814,13449,8,4.6,0,1,0,0,0,0,4,1,1,1,Cadillac,Deville,Sedan 4D,Sedan
32501.24519,10.38903368,17508,8,4.6,0,1,0,0,0,0,4,1,0,1,Cadillac,Deville,Sedan 4D,Sedan
33220.02845,10.41090824,18661,8,4.6,0,1,0,0,0,0,4,1,0,1,Cadillac,Deville,Sedan 4D,Sedan
32509.47829,10.38928697,20910,8,4.6,0,1,0,0,0,0,4,1,0,1,Cadillac,Deville,Sedan 4D,Sedan
31132.21349,10.34599837,23124,8,4.6,0,1,0,0,0,0,4,1,1,1,Cadillac,Deville,Sedan 4D,Sedan
31181.71516,10.34758715,26222,8,4.6,0,1,0,0,0,0,4,1,0,1,Cadillac,Deville,Sedan 4D,Sedan
31059.18103,10.34364973,27544,8,4.6,0,1,0,0,0,0,4,1,1,1,Cadillac,Deville,Sedan 4D,Sedan
42741.52367,10.66292618,2846,6,3.6,0,1,0,0,0,0,4,1,0,1,Cadillac,STS-V6,Sedan 4D,Sedan
40966.60741,10.62051256,7476,6,3.6,0,1,0,0,0,0,4,1,1,1,Cadillac,STS-V6,Sedan 4D,Sedan
38795.37909,10.56605642,13973,6,3.6,0,1,0,0,0,0,4,1,1,1,Cadillac,STS-V6,Sedan 4D,Sedan
38297.46254,10.55313892,16754,6,3.6,0,1,0,0,0,0,4,1,0,1,Cadillac,STS-V6,Sedan 4D,Sedan
37192.89637,10.52387306,19100,6,3.6,0,1,0,0,0,0,4,1,0,1,Cadillac,STS-V6,Sedan 4D,Sedan
36210.123,10.497094,21778,6,3.6,0,1,0,0,0,0,4,1,0,1,Cadillac,STS-V6,Sedan 4D,Sedan
36633.63382,10.50872205,22042,6,3.6,0,1,0,0,0,0,4,1,1,1,Cadillac,STS-V6,Sedan 4D,Sedan
35895.49941,10.4883672,23056,6,3.6,0,1,0,0,0,0,4,1,1,1,Cadillac,STS-V6,Sedan 4D,Sedan
34974.37804,10.46237102,25796,6,3.6,0,1,0,0,0,0,4,1,1,1,Cadillac,STS-V6,Sedan 4D,Sedan
32038.33956,10.37468858,35326,6,3.6,0,1,0,0,0,0,4,1,1,1,Cadillac,STS-V6,Sedan 4D,Sedan
48310.32954,10.78540068,788,8,4.6,0,1,0,0,0,0,4,1,0,1,Cadillac,STS-V8,Sedan 4D,Sedan
48365.9809,10.78655197,2616,8,4.6,0,1,0,0,0,0,4,1,1,1,Cadillac,STS-V8,Sedan 4D,Sedan
45061.95194,10.71579353,13829,8,4.6,0,1,0,0,0,0,4,1,1,1,Cadillac,STS-V8,Sedan 4D,Sedan
44205.87588,10.696613,15104,8,4.6,0,1,0,0,0,0,4,1,0,1,Cadillac,STS-V8,Sedan 4D,Sedan
42377.95544,10.65438359,18581,8,4.6,0,1,0,0,0,0,4,1,0,1,Cadillac,STS-V8,Sedan 4D,Sedan
41671.58314,10.63757472,20575,8,4.6,0,1,0,0,0,0,4,1,0,1,Cadillac,STS-V8,Sedan 4D,Sedan
41516.42986,10.63384453,23861,8,4.6,0,1,0,0,0,0,4,1,1,1,Cadillac,STS-V8,Sedan 4D,Sedan
41053.48217,10.62263094,25717,8,4.6,0,1,0,0,0,0,4,1,1,1,Cadillac,STS-V8,Sedan 4D,Sedan
38208.50102,10.55081331,31303,8,4.6,0,1,0,0,0,0,4,1,1,1,Cadillac,STS-V8,Sedan 4D,Sedan
39072.39205,10.57317141,31587,8,4.6,0,1,0,0,0,0,4,1,0,1,Cadillac,STS-V8,Sedan 4D,Sedan
70755.46672,11.16698508,583,8,4.6,0,1,0,0,0,0,2,1,1,1,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible
68566.18719,11.13555479,6420,8,4.6,0,1,0,0,0,0,2,1,1,1,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible
69133.73172,11.14379805,7892,8,4.6,0,1,0,0,0,0,2,1,1,1,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible
66374.30704,11.10306532,12021,8,4.6,0,1,0,0,0,0,2,1,1,1,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible
65281.48124,11.08646368,15600,8,4.6,0,1,0,0,0,0,2,1,1,1,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible
63913.11725,11.0652799,18200,8,4.6,0,1,0,0,0,0,2,1,1,1,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible
60567.54909,11.01151454,23193,8,4.6,0,1,0,0,0,0,2,1,1,1,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible
57154.44344,10.95351242,29260,8,4.6,0,1,0,0,0,0,2,1,1,1,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible
55639.08765,10.92664125,31805,8,4.6,0,1,0,0,0,0,2,1,0,1,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible
52001.99438,10.85903735,42691,8,4.6,0,1,0,0,0,0,2,1,1,1,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible
12146.18803,9.404770657,10011,4,1.6,0,0,1,0,0,0,4,0,0,1,Chevrolet,AVEO,LS Hatchback 4D,Hatchback
12163.82042,9.406221286,12101,4,1.6,0,0,1,0,0,0,4,0,0,1,Chevrolet,AVEO,LS Hatchback 4D,Hatchback
11472.02276,9.347666547,19699,4,1.6,0,0,1,0,0,0,4,0,0,1,Chevrolet,AVEO,LS Hatchback 4D,Hatchback
11017.16871,9.307210127,20100,4,1.6,0,0,1,0,0,0,4,0,1,0,Chevrolet,AVEO,LS Hatchback 4D,Hatchback
11096.85727,9.314417218,20334,4,1.6,0,0,1,0,0,0,4,1,0,0,Chevrolet,AVEO,LS Hatchback 4D,Hatchback
10386.04022,9.248217897,22225,4,1.6,0,0,1,0,0,0,4,0,0,0,Chevrolet,AVEO,LS Hatchback 4D,Hatchback
11137.04565,9.318032277,22484,4,1.6,0,0,1,0,0,0,4,0,1,1,Chevrolet,AVEO,LS Hatchback 4D,Hatchback
11045.10884,9.30974297,24568,4,1.6,0,0,1,0,0,0,4,1,0,1,Chevrolet,AVEO,LS Hatchback 4D,Hatchback
10777.05254,9.285174387,27906,4,1.6,0,0,1,0,0,0,4,0,0,0,Chevrolet,AVEO,LS Hatchback 4D,Hatchback
9928.188175,9.203133281,29680,4,1.6,0,0,1,0,0,0,4,0,0,1,Chevrolet,AVEO,LS Hatchback 4D,Hatchback
12649.11089,9.445342207,3629,4,1.6,0,0,1,0,0,0,4,0,1,0,Chevrolet,AVEO,LS Sedan 4D,Sedan
12314.59122,9.418540116,4142,4,1.6,0,0,1,0,0,0,4,0,1,0,Chevrolet,AVEO,LS Sedan 4D,Sedan
11318.00809,9.334150372,11156,4,1.6,0,0,1,0,0,0,4,0,1,1,Chevrolet,AVEO,LS Sedan 4D,Sedan
12409.94909,9.426253776,11981,4,1.6,0,0,1,0,0,0,4,1,1,1,Chevrolet,AVEO,LS Sedan 4D,Sedan
11555.2674,9.354896664,13404,4,1.6,0,0,1,0,0,0,4,1,1,0,Chevrolet,AVEO,LS Sedan 4D,Sedan
11700.11149,9.367353649,15253,4,1.6,0,0,1,0,0,0,4,1,0,0,Chevrolet,AVEO,LS Sedan 4D,Sedan
11215.01865,9.32500911,19945,4,1.6,0,0,1,0,0,0,4,0,0,0,Chevrolet,AVEO,LS Sedan 4D,Sedan
10144.95208,9.224731529,23963,4,1.6,0,0,1,0,0,0,4,1,1,0,Chevrolet,AVEO,LS Sedan 4D,Sedan
10491.0752,9.258280194,30948,4,1.6,0,0,1,0,0,0,4,0,1,0,Chevrolet,AVEO,LS Sedan 4D,Sedan
9954.054174,9.205735202,37345,4,1.6,0,0,1,0,0,0,4,0,1,1,Chevrolet,AVEO,LS Sedan 4D,Sedan
11031.12993,9.308476549,20156,4,1.6,0,0,1,0,0,0,4,0,1,1,Chevrolet,AVEO,LT Hatchback 4D,Hatchback
11343.05401,9.336360854,20186,4,1.6,0,0,1,0,0,0,4,1,1,1,Chevrolet,AVEO,LT Hatchback 4D,Hatchback
11391.21372,9.340597611,21421,4,1.6,0,0,1,0,0,0,4,0,1,1,Chevrolet,AVEO,LT Hatchback 4D,Hatchback
11247.86253,9.327933393,21427,4,1.6,0,0,1,0,0,0,4,1,1,1,Chevrolet,AVEO,LT Hatchback 4D,Hatchback
10921.94537,9.298529381,23119,4,1.6,0,0,1,0,0,0,4,0,1,1,Chevrolet,AVEO,LT Hatchback 4D,Hatchback
11179.95357,9.321877594,23121,4,1.6,0,0,1,0,0,0,4,0,1,1,Chevrolet,AVEO,LT Hatchback 4D,Hatchback
11394.8864,9.340919973,25107,4,1.6,0,0,1,0,0,0,4,0,1,1,Chevrolet,AVEO,LT Hatchback 4D,Hatchback
11070.06064,9.311999504,25476,4,1.6,0,0,1,0,0,0,4,0,1,1,Chevrolet,AVEO,LT Hatchback 4D,Hatchback
11013.87137,9.306910791,25746,4,1.6,0,0,1,0,0,0,4,1,1,1,Chevrolet,AVEO,LT Hatchback 4D,Hatchback
11115.01364,9.316052054,30056,4,1.6,0,0,1,0,0,0,4,1,1,1,Chevrolet,AVEO,LT Hatchback 4D,Hatchback
11918.45607,9.385843408,7278,4,1.6,0,0,1,0,0,0,4,0,0,0,Chevrolet,AVEO,LT Sedan 4D,Sedan
12408.80615,9.426161673,10213,4,1.6,0,0,1,0,0,0,4,0,0,1,Chevrolet,AVEO,LT Sedan 4D,Sedan
11302.90299,9.332814873,14627,4,1.6,0,0,1,0,0,0,4,0,1,0,Chevrolet,AVEO,LT Sedan 4D,Sedan
11615.02102,9.360054455,19014,4,1.6,0,0,1,0,0,0,4,0,1,1,Chevrolet,AVEO,LT Sedan 4D,Sedan
10805.13009,9.287776309,21013,4,1.6,0,0,1,0,0,0,4,1,1,1,Chevrolet,AVEO,LT Sedan 4D,Sedan
11169.91839,9.320979586,22380,4,1.6,0,0,1,0,0,0,4,0,1,0,Chevrolet,AVEO,LT Sedan 4D,Sedan
10770.10655,9.284529664,25065,4,1.6,0,0,1,0,0,0,4,0,1,0,Chevrolet,AVEO,LT Sedan 4D,Sedan
10872.01393,9.293947237,25869,4,1.6,0,0,1,0,0,0,4,0,0,0,Chevrolet,AVEO,LT Sedan 4D,Sedan
10921.94537,9.298529381,27776,4,1.6,0,0,1,0,0,0,4,1,0,0,Chevrolet,AVEO,LT Sedan 4D,Sedan
9919.048185,9.202212247,34621,4,1.6,0,0,1,0,0,0,4,0,1,0,Chevrolet,AVEO,LT Sedan 4D,Sedan
10813.34352,9.288536162,266,4,1.6,0,0,1,0,0,0,4,1,0,1,Chevrolet,AVEO,SVM Hatchback 4D,Hatchback
11167.861,9.320795379,4716,4,1.6,0,0,1,0,0,0,4,1,1,0,Chevrolet,AVEO,SVM Hatchback 4D,Hatchback
10897.07651,9.296249822,6699,4,1.6,0,0,1,0,0,0,4,0,1,1,Chevrolet,AVEO,SVM Hatchback 4D,Hatchback
10106.01643,9.220886212,14200,4,1.6,0,0,1,0,0,0,4,1,0,0,Chevrolet,AVEO,SVM Hatchback 4D,Hatchback
10354.04385,9.245132433,14521,4,1.6,0,0,1,0,0,0,4,0,1,0,Chevrolet,AVEO,SVM Hatchback 4D,Hatchback
10287.97736,9.238731246,16521,4,1.6,0,0,1,0,0,0,4,1,1,1,Chevrolet,AVEO,SVM Hatchback 4D,Hatchback
